page,weight,word,evidence,question,sentence,final
Symphony No. 3 (Beethoven),-0.00,12,"{'confidence': -0.000179871051935, 'final': True}",104,5,True
Pour Pâques,-0.30,6,"{'confidence': -0.30459797196251254, 'final': False}",105,0,False
Concerto for Two Flutes in G major (Cimarosa),-0.24,10,"{'confidence': -0.24360132640040003, 'final': False}",105,0,False
Bassoon,-0.35,13,"{'confidence': -0.3484944697226667, 'final': False}",105,0,False
Bassoon,-0.11,6,"{'confidence': -0.10655795515443334, 'final': False}",105,1,False
Oboe,-0.11,14,"{'confidence': -0.10558536695713333, 'final': False}",105,1,False
Bassoon,-0.20,20,"{'confidence': -0.19556984770733335, 'final': False}",105,1,False
Bassoon,-0.27,22,"{'confidence': -0.26941534522533334, 'final': False}",105,1,False
Bassoon,-0.29,6,"{'confidence': -0.29280711501333334, 'final': False}",105,2,False
Bassoon,-0.27,11,"{'confidence': -0.27082400277533336, 'final': False}",105,2,False
Clarinet,-0.10,17,"{'confidence': -0.10200495640816501, 'final': False}",105,2,False
Bassoon,-0.32,23,"{'confidence': -0.31598327034, 'final': False}",105,2,False
Horn,-0.41,28,"{'confidence': -0.407382862839, 'final': False}",105,2,False
Clarinet,-0.07,6,"{'confidence': -0.073288565, 'final': False}",105,3,False
Clarinet,-0.19,12,"{'confidence': -0.194464111806325, 'final': False}",105,3,False
Trumpet,-0.26,19,"{'confidence': -0.25936739481550003, 'final': False}",105,3,False
Trumpet,-0.07,20,"{'confidence': -0.0700546190192, 'final': False}",105,3,False
Trumpet,-0.01,6,"{'confidence': -0.01131602532465, 'final': False}",105,4,False
Trumpet,-0.00,8,"{'confidence': -0.0031067434746499998, 'final': False}",105,4,False
Trumpet,-0.00,8,"{'confidence': -0.0031067434746499998, 'final': False}",105,4,False
Franz Liszt,-0.03,7,"{'confidence': -0.027582208218682503, 'final': False}",106,0,False
Maurice Ravel,-0.20,12,"{'confidence': -0.2007042204142, 'final': False}",106,0,False
Clara Holst,-0.12,18,"{'confidence': -0.1158570853035, 'final': False}",106,0,False
Friedrich Wieck,-0.11,22,"{'confidence': -0.11429548904892801, 'final': False}",106,0,False
Chopin,-0.19,6,"{'confidence': -0.18975483082733333, 'final': False}",106,1,False
Johannes Brahms,-0.02,15,"{'confidence': -0.015294042166979997, 'final': False}",106,1,False
Schumann,-0.01,21,"{'confidence': -0.009342978, 'final': False}",106,1,False
Schumann,-0.22,23,"{'confidence': -0.220334746806325, 'final': False}",106,1,False
Schumann,-0.00,7,"{'confidence': -1.1557695443333332e-05, 'final': True}",106,2,True
Schumann,-0.03,13,"{'confidence': -0.025520202646233336, 'final': False}",106,2,False
Schumann,-0.00,18,"{'confidence': -0.0021057513109075, 'final': True}",106,2,True
Schumann,-0.11,6,"{'confidence': -0.113235539926475, 'final': False}",106,3,False
Schumann,-0.03,11,"{'confidence': -0.031772080975333336, 'final': False}",106,3,False
Schumann,-0.00,18,"{'confidence': -0.003940819273, 'final': False}",106,3,False
Schumann,-0.01,21,"{'confidence': -0.007505300897466666, 'final': False}",106,3,False
Schumann,-0.09,7,"{'confidence': -0.08746401, 'final': False}",106,4,False
Schumann,-0.00,13,"{'confidence': -0.0041708574348, 'final': False}",106,4,False
Schumann,-0.10,17,"{'confidence': -0.09505377407333333, 'final': False}",106,4,False
Schumann,-0.10,17,"{'confidence': -0.09505377407333333, 'final': False}",106,4,False
List of composers by name,-0.07,7,"{'confidence': -0.07053222903360001, 'final': False}",107,0,False
Edvard Grieg,-0.27,12,"{'confidence': -0.27259933385655, 'final': False}",107,0,False
Alexander Zemlinsky,-0.01,19,"{'confidence': -0.0088489006722, 'final': False}",107,0,False
Alexander Zemlinsky,-0.13,25,"{'confidence': -0.133862994465, 'final': False}",107,0,False
Alexander Zemlinsky,-0.01,30,"{'confidence': -0.0090583863226, 'final': False}",107,0,False
Alexander Zemlinsky,-0.07,7,"{'confidence': -0.070306107787, 'final': False}",107,1,False
Alexander Zemlinsky,-0.07,13,"{'confidence': -0.06682412081219999, 'final': False}",107,1,False
Alexander Zemlinsky,-0.07,18,"{'confidence': -0.06869328232073, 'final': False}",107,1,False
Alexander Zemlinsky,-0.15,6,"{'confidence': -0.15119145499053, 'final': False}",107,2,False
Composer,-0.60,13,"{'confidence': -0.5976298, 'final': False}",107,2,False
Gustav Holst,-0.02,19,"{'confidence': -0.019624510034459995, 'final': False}",107,2,False
Gustav Holst,-0.03,21,"{'confidence': -0.029748740322, 'final': False}",107,2,False
Alexander (given name),-0.11,6,"{'confidence': -0.10964493598560002, 'final': False}",107,3,False
Alexander,-0.02,13,"{'confidence': -0.017981435170930003, 'final': False}",107,3,False
Alexander,-0.00,14,"{'confidence': -0.0006706237618600001, 'final': True}",107,3,True
Alexander,-0.20,8,"{'confidence': -0.20478685363066249, 'final': False}",107,4,False
Alexander,-0.00,15,"{'confidence': -0.00063907707075, 'final': True}",107,4,True
Alexander,-0.02,20,"{'confidence': -0.018647187276425004, 'final': False}",107,4,False
Alexander,-0.14,23,"{'confidence': -0.139457257943, 'final': False}",107,4,False
Alexander,-0.14,23,"{'confidence': -0.139457257943, 'final': False}",107,4,False
Sonata form,-0.05,8,"{'confidence': -0.05478725350633334, 'final': False}",108,0,False
Johann Sebastian Bach,-0.04,14,"{'confidence': -0.038823428895, 'final': False}",108,0,False
John Jay,-0.36,21,"{'confidence': -0.3599114255, 'final': False}",108,0,False
Steve Reich,-0.00,26,"{'confidence': -1.1696393e-06, 'final': True}",108,0,True
Steve Reich,-0.00,28,"{'confidence': -4.5441732e-07, 'final': True}",108,0,True
Steve Reich,-0.00,5,"{'confidence': -4.5441732e-07, 'final': True}",108,1,True
Steve Reich,-0.00,12,"{'confidence': -2.1601e-07, 'final': True}",108,1,True
Steve Reich,-0.00,17,"{'confidence': -3.3521365e-07, 'final': True}",108,1,True
Steve Reich,-0.00,20,"{'confidence': -3.3521365e-07, 'final': True}",108,1,True
Steve Reich,-0.00,8,"{'confidence': -9.9083375e-07, 'final': True}",108,2,True
Steve Reich,-0.00,14,"{'confidence': -1.087640075e-06, 'final': True}",108,2,True
Steve Reich,-0.00,21,"{'confidence': -0.00012822608, 'final': True}",108,2,True
Steve Reich,-0.00,7,"{'confidence': -9.3123195e-07, 'final': True}",108,3,True
Steve Reich,-0.00,10,"{'confidence': -6.3322285e-07, 'final': True}",108,3,True
Steve Reich,-0.00,16,"{'confidence': -1.56408165e-07, 'final': True}",108,3,True
Steve Reich,-0.00,20,"{'confidence': -2.75611825e-07, 'final': True}",108,3,True
Steve Reich,-0.00,7,"{'confidence': -9.6806325e-08, 'final': True}",108,4,True
Steve Reich,-0.00,12,"{'confidence': -2.75611825e-07, 'final': True}",108,4,True
Steve Reich,-0.00,16,"{'confidence': -2.1828705e-06, 'final': True}",108,4,True
Steve Reich,-0.00,16,"{'confidence': -2.1828705e-06, 'final': True}",108,4,True
Cupid and Psyche,-0.02,8,"{'confidence': -0.019546999453059995, 'final': False}",109,0,False
Caravaggio,-0.01,14,"{'confidence': -0.010422685550333335, 'final': False}",109,0,False
Johannes Vermeer,-0.16,22,"{'confidence': -0.16226137072253, 'final': False}",109,0,False
Johannes Vermeer,-0.01,26,"{'confidence': -0.00731145812253, 'final': False}",109,0,False
Johannes Vermeer,-0.07,6,"{'confidence': -0.072208776734194, 'final': False}",109,1,False
Johannes Vermeer,-0.13,12,"{'confidence': -0.12552939201167, 'final': False}",109,1,False
Johannes Vermeer,-0.16,20,"{'confidence': -0.15789367744506, 'final': False}",109,1,False
Johannes Vermeer,-0.05,27,"{'confidence': -0.04622129272253, 'final': False}",109,1,False
Johannes Vermeer,-0.05,28,"{'confidence': -0.04904503872253, 'final': False}",109,1,False
Peter Paul Rubens,-0.00,6,"{'confidence': -0.000106246102495, 'final': True}",109,2,True
Peter Paul Rubens,-0.00,12,"{'confidence': -0.00028332343723750004, 'final': True}",109,2,True
Peter Paul Rubens,-0.00,19,"{'confidence': -0.0011306609781625, 'final': True}",109,2,True
Peter Paul Rubens,-0.00,25,"{'confidence': -0.0003259712781625, 'final': True}",109,2,True
Johannes Vermeer,-0.02,7,"{'confidence': -0.015508887126199999, 'final': False}",109,3,False
Johannes Vermeer,-0.00,14,"{'confidence': -1.03107439e-06, 'final': True}",109,3,True
Johannes Vermeer,-0.00,20,"{'confidence': -2.2797514e-06, 'final': True}",109,3,True
Johannes Vermeer,-0.00,22,"{'confidence': -1.3389532999999998e-05, 'final': True}",109,3,True
Johannes Vermeer,-0.00,7,"{'confidence': -1.456365099e-05, 'final': True}",109,4,True
Johannes Vermeer,-0.00,13,"{'confidence': -4.9761933e-07, 'final': True}",109,4,True
Johannes Vermeer,0.00,18,"{'confidence': 0.0, 'final': True}",109,4,True
Johannes Vermeer,0.00,18,"{'confidence': 0.0, 'final': True}",109,4,True
Madrid,-0.20,7,"{'confidence': -0.19716621366665002, 'final': False}",110,0,False
Rome,-0.56,14,"{'confidence': -0.56400207185, 'final': False}",110,0,False
London,-0.01,20,"{'confidence': -0.0076448484, 'final': False}",110,0,False
Vienna,-0.50,7,"{'confidence': -0.49684158565764996, 'final': False}",110,1,False
Venice,-0.73,15,"{'confidence': -0.7254246653052999, 'final': False}",110,1,False
Strasbourg,-0.11,20,"{'confidence': -0.10780753, 'final': False}",110,1,False
Paris,-0.66,7,"{'confidence': -0.66475624, 'final': False}",110,2,False
London,-0.16,14,"{'confidence': -0.15924513, 'final': False}",110,2,False
London,-0.00,20,"{'confidence': -0.0012016585, 'final': True}",110,2,True
London,-0.00,7,"{'confidence': -0.0002100966, 'final': True}",110,3,True
London,-0.00,13,"{'confidence': -0.0008227338, 'final': True}",110,3,True
London,-0.00,17,"{'confidence': -7.159661e-05, 'final': True}",110,3,True
London,-0.00,8,"{'confidence': -0.00050406205, 'final': True}",110,4,True
London,-0.00,14,"{'confidence': -4.692145e-05, 'final': True}",110,4,True
London,-0.00,23,"{'confidence': -0.00013476722, 'final': True}",110,4,True
London,-0.00,29,"{'confidence': -0.00020842774, 'final': True}",110,4,True
London,-0.00,7,"{'confidence': -1.342522e-05, 'final': True}",110,5,True
London,-0.00,13,"{'confidence': -4.274932e-05, 'final': True}",110,5,True
London,-0.00,18,"{'confidence': -1.0683535e-05, 'final': True}",110,5,True
London,-0.00,18,"{'confidence': -1.0683535e-05, 'final': True}",110,5,True
The Blue Boy,-0.00,7,"{'confidence': -2.989963e-06, 'final': False}",111,0,False
The Night Watch,-0.12,14,"{'confidence': -0.12328166627821334, 'final': False}",111,0,False
The Blue Boy,-0.00,20,"{'confidence': -2.2747410833333334e-06, 'final': True}",111,0,True
The Night Watch,-0.36,6,"{'confidence': -0.3642916737717667, 'final': False}",111,1,False
The Blue Boy,-0.08,11,"{'confidence': -0.07513906066666666, 'final': False}",111,1,False
The Blue Boy,-0.08,17,"{'confidence': -0.07778633666666666, 'final': False}",111,1,False
Saint Sebastian (Mantegna),-0.03,9,"{'confidence': -0.034665116110375, 'final': False}",111,2,False
The Blue Boy,-0.14,15,"{'confidence': -0.13533129453755002, 'final': False}",111,2,False
Mona Lisa,-0.02,21,"{'confidence': -0.0196430832225, 'final': False}",111,2,False
The Blue Boy,-0.02,27,"{'confidence': -0.021167647620000004, 'final': False}",111,2,False
The Blue Boy,-0.04,28,"{'confidence': -0.03585852335333333, 'final': False}",111,2,False
Mona Lisa,-0.20,6,"{'confidence': -0.200484590765, 'final': False}",111,3,False
Saint John the Baptist (Leonardo),-0.05,12,"{'confidence': -0.04979753765590624, 'final': False}",111,3,False
Anthony van Dyck,-0.13,17,"{'confidence': -0.13252180061182497, 'final': False}",111,3,False
Anthony van Dyck,-0.04,18,"{'confidence': -0.0412060585099875, 'final': False}",111,3,False
The Blue Boy,-0.00,7,"{'confidence': -0.000589421418, 'final': True}",111,4,True
The Blue Boy,-0.00,11,"{'confidence': -1.220838e-05, 'final': True}",111,4,True
The Blue Boy,-0.00,15,"{'confidence': -1.5992536666666667e-06, 'final': True}",111,4,True
The Blue Boy,-0.00,15,"{'confidence': -1.5992536666666667e-06, 'final': True}",111,4,True
Francis Bacon (artist),-0.00,8,"{'confidence': -0.0005767609597166667, 'final': False}",112,0,False
None,-0.82,16,"{'confidence': -0.8227038, 'final': False}",112,0,False
Pablo Picasso,-0.22,19,"{'confidence': -0.21903785580666665, 'final': False}",112,0,False
Salvador Dalí,-0.01,7,"{'confidence': -0.005234453095940001, 'final': False}",112,1,False
Salvador Dalí,-0.01,14,"{'confidence': -0.010674449553126, 'final': False}",112,1,False
Salvador Dalí,-0.01,18,"{'confidence': -0.007322020627060001, 'final': False}",112,1,False
Salvador Dalí,-0.01,8,"{'confidence': -0.01255131019752, 'final': False}",112,2,False
Salvador Dalí,-0.00,16,"{'confidence': -0.00047501727390599993, 'final': True}",112,2,True
Salvador Dalí,-0.00,21,"{'confidence': -0.0010741026973099998, 'final': True}",112,2,True
Salvador Dalí,-0.00,28,"{'confidence': -5.1553309389999994e-05, 'final': True}",112,2,True
Salvador Dalí,-0.00,29,"{'confidence': -0.00010091939552999999, 'final': True}",112,2,True
Salvador Dalí,-0.00,8,"{'confidence': -5.41832814e-05, 'final': True}",112,3,True
Hieronymus Bosch,-0.12,14,"{'confidence': -0.116934168005, 'final': False}",112,3,False
Hieronymus Bosch,-0.00,22,"{'confidence': -0.0001132055602375, 'final': True}",112,3,True
Hieronymus Bosch,-0.00,27,"{'confidence': -3.3227087999999997e-06, 'final': True}",112,3,True
Hieronymus Bosch,-0.00,34,"{'confidence': -0.00044118626232500003, 'final': True}",112,3,True
Hieronymus Bosch,-0.00,7,"{'confidence': -0.0005000215050000001, 'final': True}",112,4,True
Hieronymus Bosch,-0.00,14,"{'confidence': -1.86209075e-07, 'final': True}",112,4,True
Hieronymus Bosch,-0.00,17,"{'confidence': -7.822274e-07, 'final': True}",112,4,True
Hieronymus Bosch,-0.00,17,"{'confidence': -7.822274e-07, 'final': True}",112,4,True
Georgia O'Keeffe,-0.00,6,"{'confidence': -0.0013450447353416668, 'final': False}",113,0,False
Piet Mondrian,-0.21,10,"{'confidence': -0.212707615530825, 'final': False}",113,0,False
Beauford Delaney,-0.01,11,"{'confidence': -0.00568025673428, 'final': False}",113,0,False
Pablo Picasso,-0.16,6,"{'confidence': -0.16088235654366664, 'final': False}",113,1,False
Pablo Picasso,-0.13,13,"{'confidence': -0.13403296987088334, 'final': False}",113,1,False
Diego Velázquez,-0.07,17,"{'confidence': -0.06658683986739, 'final': False}",113,1,False
Diego Velázquez,-0.00,6,"{'confidence': -0.0035820291298599995, 'final': False}",113,2,False
Pablo Picasso,-0.00,12,"{'confidence': -0.004284310766666666, 'final': False}",113,2,False
Pablo Picasso,-0.19,15,"{'confidence': -0.19145917087088335, 'final': False}",113,2,False
Diego Velázquez,-0.00,8,"{'confidence': -0.0003850998874, 'final': True}",113,3,True
Salvador Dalí,-0.00,15,"{'confidence': -0.0001424504892, 'final': True}",113,3,True
Diego Velázquez,-0.00,8,"{'confidence': -0.00122388513864, 'final': True}",113,4,True
Diego Velázquez,-0.00,13,"{'confidence': -0.0008167098619059999, 'final': True}",113,4,True
Salvador Dalí,-0.00,18,"{'confidence': -1.4983826945999997e-05, 'final': True}",113,4,True
Salvador Dalí,-0.00,7,"{'confidence': -1.4750893320000001e-06, 'final': True}",113,5,True
Salvador Dalí,-0.00,12,"{'confidence': -1.0936376799999999e-06, 'final': True}",113,5,True
Salvador Dalí,-0.00,17,"{'confidence': -4.860473394e-06, 'final': True}",113,5,True
Salvador Dalí,-0.00,6,"{'confidence': -1.4035671860000002e-06, 'final': True}",113,6,True
Salvador Dalí,-0.00,12,"{'confidence': -1.5466116060000001e-06, 'final': True}",113,6,True
Salvador Dalí,-0.00,16,"{'confidence': -4.97619326e-07, 'final': True}",113,6,True
Salvador Dalí,-0.00,16,"{'confidence': -4.97619326e-07, 'final': True}",113,6,True
Attitude (psychology),-0.01,7,"{'confidence': -0.010716326022929998, 'final': False}",114,0,False
Nāga,-0.44,15,"{'confidence': -0.43659162965333326, 'final': False}",114,0,False
Gautama Buddha,-0.09,6,"{'confidence': -0.092431206405, 'final': False}",114,1,False
Gautama Buddha,-0.03,10,"{'confidence': -0.03415379033365999, 'final': False}",114,1,False
Gautama Buddha,-0.10,7,"{'confidence': -0.0952566708735, 'final': False}",114,2,False
Gautama Buddha,-0.13,13,"{'confidence': -0.12761866262149998, 'final': False}",114,2,False
Buddha statues,-0.06,20,"{'confidence': -0.06282498903666667, 'final': False}",114,2,False
Buddha statues,-0.03,25,"{'confidence': -0.03305766948088334, 'final': False}",114,2,False
Buddha statues,-0.13,26,"{'confidence': -0.13386795370000001, 'final': False}",114,2,False
Buddha statues,-0.02,6,"{'confidence': -0.01751652800555, 'final': False}",114,3,False
Buddha statues,-0.02,12,"{'confidence': -0.021234770121883333, 'final': False}",114,3,False
Buddha statues,-0.04,18,"{'confidence': -0.03651465468211, 'final': False}",114,3,False
Buddha statues,-0.02,7,"{'confidence': -0.016144747258333335, 'final': False}",114,4,False
Buddha statues,-0.00,14,"{'confidence': -0.0006922104433333334, 'final': True}",114,4,True
Buddha statues,-0.00,20,"{'confidence': -5.7328234983333326e-05, 'final': True}",114,4,True
Buddha statues,-0.11,25,"{'confidence': -0.10610397799999999, 'final': False}",114,4,False
Buddha statues,-0.18,7,"{'confidence': -0.18329718241400003, 'final': False}",114,5,False
Buddha statues,-0.12,13,"{'confidence': -0.11962241400666666, 'final': False}",114,5,False
Gautama Buddha,-0.09,16,"{'confidence': -0.0942009994631625, 'final': False}",114,5,False
Gautama Buddha,-0.09,16,"{'confidence': -0.0942009994631625, 'final': False}",114,5,False
Typha,-0.26,7,"{'confidence': -0.25922293093250004, 'final': False}",115,0,False
Bastet,-0.00,15,"{'confidence': -0.0018174394646666668, 'final': True}",115,0,True
The Birth of Venus,-0.00,21,"{'confidence': -0.000210596809325, 'final': True}",115,0,True
Flora (mythology),-0.07,6,"{'confidence': -0.07108731910392144, 'final': False}",115,1,False
Aphrodite,-0.13,13,"{'confidence': -0.12579754115775002, 'final': False}",115,1,False
Aphrodite,-0.10,18,"{'confidence': -0.104459308606825, 'final': False}",115,1,False
Aphrodite,-0.03,8,"{'confidence': -0.033405122972399996, 'final': False}",115,2,False
Aphrodite,-0.05,13,"{'confidence': -0.050835943153162505, 'final': False}",115,2,False
Aphrodite,-0.14,18,"{'confidence': -0.13968329025, 'final': False}",115,2,False
Venus (mythology),-0.04,6,"{'confidence': -0.041295026237377144, 'final': False}",115,3,False
Aphrodite,-0.05,13,"{'confidence': -0.046819260255345004, 'final': False}",115,3,False
Aphrodite,-0.06,19,"{'confidence': -0.0604775575671625, 'final': False}",115,3,False
Venus (mythology),-0.07,25,"{'confidence': -0.07066979947810001, 'final': False}",115,3,False
Aphrodite,-0.02,8,"{'confidence': -0.0185886565237125, 'final': False}",115,4,False
Venus (mythology),-0.00,14,"{'confidence': -0.0005492274064571428, 'final': True}",115,4,True
Venus (mythology),-0.00,18,"{'confidence': -0.0006001023823571427, 'final': True}",115,4,True
Venus (mythology),-0.00,6,"{'confidence': -0.0036495375777485716, 'final': False}",115,5,False
Venus (mythology),-0.00,13,"{'confidence': -5.469427738571428e-05, 'final': True}",115,5,True
Venus (mythology),-0.00,16,"{'confidence': -5.1896672957142864e-05, 'final': True}",115,5,True
Venus (mythology),-0.00,16,"{'confidence': -5.1896672957142864e-05, 'final': True}",115,5,True
Statue of Liberty,-0.00,6,"{'confidence': -0.0022473788261599997, 'final': False}",116,0,False
Replica,-0.82,13,"{'confidence': -0.816487885, 'final': False}",116,0,False
Charging Bull,-0.05,15,"{'confidence': -0.04958302666666667, 'final': False}",116,0,False
Charging Bull,-0.01,6,"{'confidence': -0.007506715673333333, 'final': False}",116,1,False
Michelangelo's David,-0.25,11,"{'confidence': -0.24963778768480002, 'final': False}",116,1,False
The Sphere,-1.02,12,"{'confidence': -1.0153903, 'final': False}",116,1,False
Cloud Gate,-0.17,4,"{'confidence': -0.16588673, 'final': False}",116,2,False
Cloud Gate,-0.12,10,"{'confidence': -0.11559032640816501, 'final': False}",116,2,False
Cloud Gate,-0.01,16,"{'confidence': -0.0057355367136500005, 'final': False}",116,2,False
Cloud Gate,-0.15,17,"{'confidence': -0.154158091408165, 'final': False}",116,2,False
Cloud Gate,-0.11,5,"{'confidence': -0.11241956101, 'final': False}",116,3,False
Cloud Gate,-0.00,11,"{'confidence': -0.00226928125035, 'final': True}",116,3,True
Cloud Gate,-0.00,13,"{'confidence': -0.004147625111825, 'final': False}",116,3,False
Cloud Gate,-0.04,8,"{'confidence': -0.0428125248155, 'final': False}",116,4,False
Cloud Gate,-0.00,13,"{'confidence': -0.00022848238600000001, 'final': True}",116,4,True
Cloud Gate,-0.00,14,"{'confidence': -0.00034469771732, 'final': True}",116,4,True
Cloud Gate,-0.00,6,"{'confidence': -5.4981757000000005e-06, 'final': True}",116,5,True
Cloud Gate,-0.00,13,"{'confidence': -1.34252193e-05, 'final': True}",116,5,True
Cloud Gate,-0.00,14,"{'confidence': -0.0001579376592, 'final': True}",116,5,True
Cloud Gate,-0.00,6,"{'confidence': -1.6822523650000002e-05, 'final': True}",116,6,True
Cloud Gate,-0.00,12,"{'confidence': -1.6836584e-06, 'final': True}",116,6,True
Cloud Gate,-0.00,13,"{'confidence': -1.504852965e-06, 'final': True}",116,6,True
Cloud Gate,-0.00,13,"{'confidence': -1.504852965e-06, 'final': True}",116,6,True
Description (logic),-0.33,2,"{'confidence': -0.32515615202500003, 'final': False}",117,0,False
Nocturne,-0.05,8,"{'confidence': -0.054586453817250004, 'final': False}",117,1,False
James Abbott McNeill Whistler,-0.05,13,"{'confidence': -0.04853806316477571, 'final': False}",117,1,False
James Abbott McNeill Whistler,-0.04,19,"{'confidence': -0.044646509980521436, 'final': False}",117,1,False
James Abbott McNeill Whistler,-0.07,26,"{'confidence': -0.07288134398920713, 'final': False}",117,1,False
Chair,-1.39,8,"{'confidence': -1.3876749, 'final': False}",117,2,False
Arrangement in Grey and Black No. 1,-0.12,13,"{'confidence': -0.12473968383660002, 'final': False}",117,2,False
James Abbott McNeill Whistler,-0.12,20,"{'confidence': -0.11767220397857571, 'final': False}",117,2,False
Arrangement in Grey and Black No. 1,-0.10,26,"{'confidence': -0.1021709912772, 'final': False}",117,2,False
Arrangement in Grey and Black No. 1,-0.03,30,"{'confidence': -0.02706252312935, 'final': False}",117,2,False
Woman in art,-0.59,7,"{'confidence': -0.5900836366666666, 'final': False}",117,3,False
Woman in art,-0.53,15,"{'confidence': -0.53209134, 'final': False}",117,3,False
Mary Cassatt,-0.03,8,"{'confidence': -0.03059020215766667, 'final': False}",117,4,False
children,-0.04,14,"{'confidence': -0.0392628935325, 'final': False}",117,4,False
The Child in Western Painting,-0.25,21,"{'confidence': -0.25091587673000004, 'final': False}",117,4,False
Mother and Child (Cassatt),-0.23,28,"{'confidence': -0.22992856230263747, 'final': False}",117,4,False
Child (motif),-0.32,29,"{'confidence': -0.31670938076440003, 'final': False}",117,4,False
Mary Cassatt,-0.02,6,"{'confidence': -0.023595228833566666, 'final': False}",117,5,False
children,-0.31,11,"{'confidence': -0.30786797, 'final': False}",117,5,False
children,-0.00,13,"{'confidence': -0.0017007682, 'final': True}",117,5,True
children,-0.00,13,"{'confidence': -0.0017007682, 'final': True}",117,5,True
Wassily Kandinsky,-0.03,7,"{'confidence': -0.026163753829088334, 'final': False}",118,0,False
Wassily Kandinsky,-0.00,14,"{'confidence': -0.0010301060279416668, 'final': True}",118,0,True
Earlobe,-0.50,20,"{'confidence': -0.5022586099999999, 'final': False}",118,0,False
Vincent van Gogh,-0.04,23,"{'confidence': -0.039744094433, 'final': False}",118,0,False
Vincent van Gogh,-0.15,26,"{'confidence': -0.1539566534012, 'final': False}",118,0,False
Vincent van Gogh,-0.10,7,"{'confidence': -0.0971409286268, 'final': False}",118,1,False
Vincent van Gogh,-0.02,12,"{'confidence': -0.0178234048014, 'final': False}",118,1,False
Vincent van Gogh,-0.06,18,"{'confidence': -0.06086259401440001, 'final': False}",118,1,False
Vincent van Gogh,-0.12,7,"{'confidence': -0.12277018841479999, 'final': False}",118,2,False
Vincent van Gogh,-0.04,12,"{'confidence': -0.041548395039480004, 'final': False}",118,2,False
List of works by Vincent van Gogh,-0.14,21,"{'confidence': -0.14233900376258124, 'final': False}",118,2,False
Paintings by Vincent van Gogh,-0.02,23,"{'confidence': -0.02473188432275714, 'final': False}",118,2,False
Vincent van Gogh,-0.04,9,"{'confidence': -0.04482557495448, 'final': False}",118,3,False
Vincent van Gogh,-0.01,15,"{'confidence': -0.00535325399606, 'final': False}",118,3,False
Vincent van Gogh,-0.09,17,"{'confidence': -0.09487616399608, 'final': False}",118,3,False
Vincent van Gogh,-0.00,23,"{'confidence': -0.00394812099992, 'final': False}",118,3,False
Vincent van Gogh,-0.00,28,"{'confidence': -0.0005322486708, 'final': True}",118,3,True
Vincent van Gogh,-0.00,32,"{'confidence': -0.0020530725482, 'final': True}",118,3,True
Self-portraits by Vincent van Gogh,-0.00,7,"{'confidence': -0.0022019950588937497, 'final': True}",118,4,True
Vincent van Gogh self-portraits,-0.01,13,"{'confidence': -0.0147243696197875, 'final': False}",118,4,False
Vincent van Gogh self-portraits,-0.01,14,"{'confidence': -0.010027697539422498, 'final': False}",118,4,False
Vincent van Gogh self-portraits,-0.01,14,"{'confidence': -0.010027697539422498, 'final': False}",118,4,False
Impressionism,-0.16,6,"{'confidence': -0.16490652004988335, 'final': False}",119,0,False
Abstract expressionism,-0.12,14,"{'confidence': -0.12430198914533332, 'final': False}",119,0,False
Abstract expressionism,-0.11,16,"{'confidence': -0.11150571406766667, 'final': False}",119,0,False
Abstract expressionism,-0.04,6,"{'confidence': -0.038147814939666666, 'final': False}",119,1,False
Impressionism,-0.00,12,"{'confidence': -0.0013450746068666669, 'final': True}",119,1,True
Hilma af Klint,-0.02,18,"{'confidence': -0.019039433148813335, 'final': False}",119,1,False
Impressionism,-0.04,25,"{'confidence': -0.040056685480766664, 'final': False}",119,1,False
Abstract expressionism,-0.06,30,"{'confidence': -0.06045459725916666, 'final': False}",119,1,False
Abstract Expressionism,-0.21,6,"{'confidence': -0.21423630765433332, 'final': False}",119,2,False
Abstract expressionism,-0.11,13,"{'confidence': -0.10523824356099999, 'final': False}",119,2,False
Abstract expressionism,-0.05,17,"{'confidence': -0.05073795003333334, 'final': False}",119,2,False
Abstract art,-0.26,7,"{'confidence': -0.26206503843, 'final': False}",119,3,False
Abstract Expressionism,-0.16,15,"{'confidence': -0.1603128211728667, 'final': False}",119,3,False
Abstract expressionism,-0.21,19,"{'confidence': -0.2119314182316667, 'final': False}",119,3,False
Abstract expressionism,-0.03,23,"{'confidence': -0.03129774306773333, 'final': False}",119,3,False
Abstract expressionism,-0.00,25,"{'confidence': -9.248597351666666e-05, 'final': True}",119,3,True
Abstract expressionism,-0.00,7,"{'confidence': -0.0023827949325333337, 'final': True}",119,4,True
Abstract expressionism,-0.00,12,"{'confidence': -0.00019865244035, 'final': True}",119,4,True
Abstract expressionism,-0.00,13,"{'confidence': -5.4641215533333335e-05, 'final': True}",119,4,True
Abstract expressionism,-0.00,13,"{'confidence': -5.4641215533333335e-05, 'final': True}",119,4,True
: Coltrane,-0.00,7,"{'confidence': -5.3347374325e-05, 'final': False}",120,0,False
Parker (surname),-0.26,12,"{'confidence': -0.2617729891775, 'final': False}",120,0,False
Robert Craft,-0.72,16,"{'confidence': -0.7245265249999999, 'final': False}",120,0,False
Duke Ellington,-0.05,23,"{'confidence': -0.054522093323925, 'final': False}",120,0,False
Ferde Grofé,-0.22,26,"{'confidence': -0.22138192450250002, 'final': False}",120,0,False
Pass (surname),-0.22,7,"{'confidence': -0.22306536937492497, 'final': False}",120,1,False
